audio_file	transcription	duration
Chapter13_106_106.wav	Shuk radiokunaman killkashunchik, shuk radiokunaman willachishunchik.	5.3839375
Chapter13_108_108.wav	Imapash tukukpika ninerekunata huchachichun.	3.7704375
Chapter13_10_10.wav	Patentes, transkini kush wakllichikuna.	2.9519375
Chapter13_112_112.wav	Minarakunaka mana paykunapa shutikuna mapayachun munanchu.	4.8090625
Chapter13_114_114.wav	Manuelapa yuyayta yanapa nimi.	1.9715
Chapter13_116_116.wav	Shukrayakunapa yanapayta mañashun, kay mamallaktamanta, Amerykallatina, karibemanta tukuy mundamanta yanapayta mañashunchik.	8.8635
Chapter13_11_11.wav	Rikushun, besina, besinakuna.	2.9885
Chapter13_120_120.wav	Shuka ñankullaka mana mishanchu shuk elepantitaka.	4.0151875
Chapter13_123_123.wav	Kumersinda mashika kashnami niwarka, ari, payka bolegirami karka, kunanka cooperativista, shinallatak kay wiertos familiares chaykunatapash pushakmi kan.	11.69525
Chapter13_124_124.wav	Ishkay puncha washaka shuk ari chay kurpatarishkamishu, shina chayamushkaninki, payka paypa washapika, wayr nishka letriruami shamushka.	11.6731875
Chapter13_125_125.wav	Kankunami nishkishkata uprishinkapak shamunmi mamalla.	4.0824375
Chapter13_126_126.wav	Yachayta usharinchu, sirñush.	1.962875
Chapter13_127_127.wav	Ñukanchik produkutuka shuk alli mañamaman llaktamanta, alli empresami kan, payershutiwan.	8.1695625
Chapter13_128_128.wav	Ima paktachay, productukkunaka kanyari.	2.4740625
Chapter13_129_129.wav	Mama, kikinpa cooperativaka ña ashtaka wertushpamillariy, comunanles uchilla katunta charin.	8.850875
Chapter13_12_12.wav	Upallapaychik, karukarulla churakishpa, mascarillata alli churakishpa.	6.4790625
Chapter13_131_131.wav	Ima paktak alli, kan, kikinpak produkutukuna nishpatapukurkani.	4.9061875
Chapter13_132_132.wav	Ñukanchik productoukta estrellami kan, rondur, emalatión, kay hampika tukuy mundupimi ninanta katurishka kan.	10.053625
Chapter13_133_133.wav	Rondunka, elmallatiyun, mana alli kiwakunata wañuchin, sapikaman wañuchin.	7.6194375
Chapter13_134_134.wav	Tukuy wirtumanta, curukunatapash wañuchin.	3.7739375
Chapter13_135_135.wav	Maykan wertata kuydakunatapashchu wañuchin.	3.0605
Chapter13_137_137.wav	Chay, rondón, nachu klliposatun nishka kan.	2.953125
Chapter13_138_138.wav	Ari, shinami kllipusata nishkami, kay hampitaka rurankuna.	4.852875
Chapter13_139_139.wav	Ari, chay principuyomi, finalman apak nin.	3.1208125
Chapter13_13_13.wav	Chay shuk punchashina ishkay nokllatak charin, shuk alli chay shuk mana alli.	5.463875
Chapter13_141_141.wav	Ñukamanka willachishka chay kripusatoka shuk hatun beninomi kan nishpaman.	5.1140625
Chapter13_143_143.wav	Wawakuna kancewan wiñan, kastunaskuna illak, uma tullu illak wacharin nin.	6.50275
Chapter13_146_146.wav	Kankunaka nachu munzata shutika arkankichik.	2.9855
Chapter13_147_147.wav	Ari, ñukanchik empresami munsatukta rantirka, shinaka	3.7106875
Chapter13_148_148.wav	Munsan tukanachu, mundiableun nin karyan.	2.949625
Chapter13_151_151.wav	Shuk kikinpak nishina cooperativaka ñami pumikación, ñukanchik produktukunawan muyukunata rantikun.	8.481375
Chapter13_152_152.wav	Ñukanchik empresakacha, ari, allipacha muyukunata.	3.8246875
Chapter13_154_154.wav	Esterik muyukuna, yanka shuk tarpuypilla alli.	3.6716875
Chapter13_155_155.wav	Trancenikos unkuchik muyukuna.	2.3965625
Chapter13_159_159.wav	Rilla kikinpak muyukunawan, kaypika, saludutami tarpunchik, mana kancerta tarpunchikchu.	6.9619375
Chapter13_15_15.wav	Kacharipay pushak karkaldesa?	2.7924375
Chapter13_161_161.wav	Manuela ushiy.	1.600875
Chapter13_163_163.wav	Kay runa shamurka, chay, wayarmanta, chay porqueriyata katukun shuk cooperativakunaman nin.	6.5768125
Chapter13_165_165.wav	Tukuylla wartamanta mamakunata allertapi churana kanchik.	3.875
Chapter13_166_166.wav	Pandemiapi mari kanchik, mamaku.	2.1976875
Chapter13_169_169.wav	Ima patak rariuta charinki yari?	2.1614375
Chapter13_170_170.wav	Ima pata, interneta charinki.	2.1809375
Chapter13_172_172.wav	Willachiy, chay maldito kleposatoka benenokan tukuylla runakunapak, posokunaman satirin, mayukunaman airetapash wakllichin.	12.0006875
Chapter13_176_176.wav	Hawaneropak ayllullaktapi.	2.4205625
Chapter13_177_177.wav	Pandimiamanta rimaykuna.	2.3221875
Chapter13_17_17.wav	Asha kipayashka, pero shuk na riksi munisipiopak kawsakkunamanta.	5.536875
Chapter13_18_18.wav	Shinapash ña shuk hatun lote revakunata chaskishkanchik.	4.932375
Chapter13_19_19.wav	Doctormentes, ministereo desalukmanta willachikrin, makunariinkapun kallintariyatak.	4.7590625
Chapter13_1_1.wav	Anchikarin, anchikarin, habo niru bariuman chayamurka ninan shuyashka kay karkamintu debakunash nishkakuna.	8.4840625
Chapter13_21_21.wav	Kaypa riyupi chayllushkunata churakrinchik, shuk munisipi warikunapipash ninanta rikuriyashpa.	7.3961875
Chapter13_26_26.wav	Chariy payshkuna tukuyta hapishka, paykunaka hapiy ñapata ñukanchikmanka puchuta saki.	6.162
Chapter13_27_27.wav	Hampik mashi, mashna kushkita chay, wakunakunaka.	4.28375
Chapter13_28_28.wav	Mana paganachu, gratismi kan.	2.7255625
Chapter13_30_30.wav	Kishpichiway, doctor.	1.6051875
Chapter13_32_32.wav	Ama gratismi nipaychu, ñukanchikmi pakanchik.	3.3386875
Chapter13_33_33.wav	Maymantatak estaduka kullkita surkun?	2.2635625
Chapter13_40_40.wav	Ashtawanka wakin willana akunata shuyashpa kashkanchik, kunanka ña kay ashalla wakkunakunawan llukshiyrinkichik.	8.218
Chapter13_41_41.wav	Na chukupirnuka mañanata ushan imatak kari?	3.1055625
Chapter13_43_43.wav	Gobernuka rantishka hatun rikumintashka, formash yakunapi.	4.0234375
Chapter13_44_44.wav	Shinapash chayy, recommendashka empresakuna, privada kapitalista kan.	5.17775
Chapter13_46_46.wav	Bakunakunata patentashpa charin, shinapash pressukunata hawaman churan.	5.6011875
Chapter13_47_47.wav	Ñukatak purini, guvernuka ima nishpatak mana wakin llaktakunawan tantanakun, chaypatentita hatun charik llaktakunawan anchuchinkapak.	10.6185
Chapter13_49_49.wav	Chay empresakunami kullkita churashka wakkunakunata charinkapak, shinaka derichuta charinkunami paykunapak shutipilla churankapak.	9.2864375
Chapter13_50_50.wav	Nachu yachanki, chay investigación kunataka tukuy kushkiwan shinashkata.	5.3753125
Chapter13_51_51.wav	Chay empresakunaka ushashka kullkita gobernumanta chaskirka kunanka imatak ruran?	6.8313125
Chapter13_52_52.wav	Wakunakunata hatunkuna.	1.98825
Chapter13_55_55.wav	Imatak ninki ministariyokupi corrupciópi ashkamanta, kikin llamkana ukupi.	5.6385625
Chapter13_56_56.wav	Hampibakunakunata rantishpa kutinpakalla hatunkuna, pakalla kankunapak mashikunaman kutichinkichik.	7.6308125
Chapter13_58_58.wav	Amar usanchik semikani, mayu umapi tiyak ayllullaktamanta, chaymanka wakkunakunaka mana chayanki.	6.984
Chapter13_5_5.wav	Magdalena, alli kaldisaka ña kutin tantachirka tukuylla kommunakunata, paykunata kayachirka, kimuna wasiman.	9.382375
Chapter13_61_61.wav	Shukgeritorayakta urayachirkani.	2.5279375
Chapter13_62_62.wav	Raydiskunapi churarka.	1.775875
Chapter13_64_64.wav	Alli kayka tukuykunapa derechomi kan, na krinika privadakunapa, forma secutiykakunapa negociuchu, ni hospitalkunapa, chaypi karinbakkunakunapash chinkan.	11.6970625
Chapter13_65_65.wav	Kay pandemiawan rikushkanchik, ñukanchik ishtema desaluka fraka su kashkata.	5.0776875
Chapter13_66_66.wav	Mana ashapamakipilla kayta ushanchu, wakinkunalla charikyachun, kanan llakunataka churashpa tukuylla runakunapa kawapi.	10.0215625
Chapter13_67_67.wav	Sallullupuplicakbakunakunapash gratismi kana tukuyllapa.	4.564875
Chapter13_68_68.wav	Kuenta urmankichu kariyarishka, hampik.	3.3671875
Chapter13_69_69.wav	Sumak kawsay uyachik antapika, manchanay nerviosdami hapinakun.	4.6228125
Chapter13_70_70.wav	Shukkarta ashtawan llakichikshun nishpa chayamushka.	3.6673125
Chapter13_71_71.wav	Yacharkami chay killkashkakunaka maymanta shamukta, empresami nera kullden hamps nishkamanta, maykan kaykunami kay uruta llukchinkapak munanakun, chay hawa larka umapi.	12.7244375
Chapter13_72_72.wav	Imprisakunaka, si kariyukunawanmi manchachinakun.Pirunay ima denunciakunata churay usharkachu, pruebaskuna illaymanta shinallatak ninanta manchaymantapash.	12.255375
Chapter13_75_75.wav	Nichor kaypi kallparka, nichun ama kaypi wañurka nichunyanimi.	4.357375
Chapter13_7_7.wav	Hawaneropak ayllullaktapi.	2.459875
Chapter13_81_81.wav	Asha anonsikunata charishkatapash kuchunakun.	3.1795625
Chapter13_82_82.wav	Sapa teriamanta ñaanchu chirka?	2.19125
Chapter13_83_83.wav	Wetterinariamantapash chashnallatak.	2.1268125
Chapter13_84_84.wav	Chay minarakunamantapachami kanka, paykunami ririyanka tukuy katukunapakman, ñukanchikwan ama llamkachun kay muspakunakashta.	9.83525
Chapter13_8_8.wav	Pandimiamanta rimaykuna.	2.3315
Chapter13_90_90.wav	Tukuy punchakunami waru pi kunkleñuskunata charin nachu?	3.538125
Chapter13_91_91.wav	Chayka ñukanchik charinchik allipa rantekunata, alli lukuturkunata, alli takikunata.	6.1806875
Chapter13_92_92.wav	Kunpleñuskunata animashpa llamkashunchik, shinapash kullkita hapishun.	5.2409375
Chapter13_9_9.wav	Chunka kimysak kapiturun.	1.6965625
Chapter14_100_100.wav	iskinakunapi na katunna kunata katuyon kawsanki.	3.0714375
Chapter14_103_103.wav	Wapak, uyaway.	1.5505
Chapter14_104_104.wav	Imatak Apolu ñu?	1.523
Chapter14_105_105.wav	Ama sumin antésuyupi chakrakunaka, kukatakmi takunak.	4.02325
Chapter14_107_107.wav	Kuka yukrata kapinkapak, lavadurakunata charinchik, chakichik mikrountashkunata charinchik.	6.0224375
Chapter14_109_109.wav	Ñuka kan washankashi, Apoloni.	2.4508125
Chapter14_111_111.wav	Policiakunataman manchaychu.	1.5924375
Chapter14_113_113.wav	Ñuka suertepa mana kashpa, ñukallakipa, wapuwan raku wapolu ñuwan rimanakukpipacha yallirkani.	8.812875
Chapter14_115_115.wav	Apolu ñuk habo na irupa ayllullaktapi purikun.	3.8090625
Chapter14_118_118.wav	Ñuka kumari imatamanka mana willachirkanichu.	4.2394375
Chapter14_120_120.wav	Chayrak chayrak puluñuta rikurkami allkaldesa.	3.06175
Chapter14_121_121.wav	Wapo wampraun karka, chaykumersintata urmachirka chay shuwawamprak yarinki ari, paykun karka.	7.0903125
Chapter14_122_122.wav	Añari, kunanka droga kunapi satirishka nishpa willachiywashka.	5.4305625
Chapter14_123_123.wav	Apolu ñunman satirishka.	1.8049375
Chapter14_124_124.wav	Policiaman willachal kaldesa.	2.1508125
Chapter14_125_125.wav	Na violashkamanta, saltiashkamanta wichkashka kakpika, droga,manta wichachu.	5.58325
Chapter14_126_126.wav	Na polisiyapi kumpihanichu.	2.150875
Chapter14_127_127.wav	Eusebio, nikomantantakpipash.	3.0023125
Chapter14_128_128.wav	Shinapash hapinami kan, alcoholkaldesa, wichkashpa satina kan kaykunataka.	4.603125
Chapter14_129_129.wav	Kay, ushavio, una yunaytami cárcelkunapi munakunata nachu, kayman chayman drogata apakkunata huntachishkata charinchik, wapushna trapi kantekunata nimata na tarishkanchikchu.	14.1208125
Chapter14_131_131.wav	Sapikunaka Mexicoymanta cárcelkuna kan, kullumpiamantakunapash.	5.1931875
Chapter14_132_132.wav	Na, usavio, na na na, chayka, makikunami kan.	4.401375
Chapter14_134_134.wav	Charik llaktakunapaka, dukata katuna rantinaka allipacha kullkitami kun.	6.0148125
Chapter14_136_136.wav	Imatak apolonio?	1.4718125
Chapter14_137_137.wav	Estable zunidospi, droga wankawtsa, mashina kakta yachanki.	4.2475
Chapter14_138_138.wav	Ishkay chunka pichka, misioneskuna.	2.78
Chapter14_139_139.wav	Kokaena, mariwan, heroina, chay mapakkunawan mari kawsanakun.	4.457375
Chapter14_140_140.wav	Imatak imatak apoloni, imashatak kaytaka surkushun.	3.8254375
Chapter14_142_142.wav	Kurpupi droga tayallichikunami chawpi ñanta rina, mañataka kutin, ashtakata yallichikkunami apanakun.	6.5620625
Chapter14_145_145.wav	Eusebio nima.	1.08075
Chapter14_147_147.wav	Yachankichu, mashnapa shalla kukaynatak katuna.	3.2650625
Chapter14_149_149.wav	Imasha papapakriytata rantik, shinallami kan.	3.7235
Chapter14_151_151.wav	Kunan punchakunaka kuka imaka oro tapash yallimi, ballin.	5.6215625
Chapter14_153_153.wav	Imatatak wintakapisha imatatak hamuktanakaniyari?	3.5180625
Chapter14_154_154.wav	Trogakunamanta makanakukunaka ninanprakak sumikashka.	4.897125
Chapter14_155_155.wav	Kunan puncha, wanta kriminakunaka ashtawan sinchiyashka, shinallatak tukuy mamallaktakunataka paykunapa makipi charinkuna.	10.80275
Chapter14_157_157.wav	Naarkokuna, tukuy push tukunapimi, tiyari kallarinakun.	4.7076875
Chapter14_158_158.wav	Chayka makikupi yuyarikuni.	2.190375
Chapter14_159_159.wav	Ari, mikikuta rikuy.	1.9905
Chapter14_15_15.wav	Lula kique uyachantapi sakirinkichik.	3.1963125
Chapter14_160_160.wav	Kay watakunapi, droga mandakunaka, maviakunaka ñami sesenta waranka llakina yayta, wañuchishkakuna.	8.09
Chapter14_162_162.wav	Julibra narukutrapi koka hatun chupatami charin, maykan tarpuk, maykan hatun, maykan rantin, munlakunashin.	7.437625
Chapter14_163_163.wav	Kapun nishkakuna, imashina nishpaka kapashkakunapash.	4.4658125
Chapter14_164_164.wav	Umaka ushavio, yachankichun maypi kulledrapa umakakta mafia de las mapis kaktaka.	6.05625
Chapter14_165_165.wav	Nurtaamerikanobankukunapi.	2.76125
Chapter14_166_166.wav	Chaykunami allipacha labanteriyakuna kan.	3.14175
Chapter14_168_168.wav	Chay tukuy kullkika chaymanmi urmankapak rin, wastreman.	4.432125
Chapter14_172_172.wav	Nachu, último narkotikos informeta yallichikmuyta ushanki.	4.103125
Chapter14_173_173.wav	Ña rikunki ushapio.	1.87275
Chapter14_175_175.wav	Aha, away, rikuchik?	1.905375
Chapter14_177_177.wav	Yachankichu mashna kullki yaykunkrinkopak banckukunaman, latinomari kapan narokotrapi kumanta.	6.887625
Chapter14_179_179.wav	Trescientos millonash dollars kullkikuna watapi yaykun.	4.3845
Chapter14_17_17.wav	Kikin kishka shimina generala pusha.	2.2970625
Chapter14_181_181.wav	Trescientos millones, kaytaka kim zapatak warankakunna kulltikuna ashtaka.	6.666375
Chapter14_183_183.wav	Shinapashkunanka pandemiawa informayka desaktualisaku kan.	4.1106875
Chapter14_184_184.wav	Ñanpi droga kunata katunkunaman, mullakunaman, puchullami kiran.	5.98075
Chapter14_185_185.wav	Kutin cárterkunamanka mashnatak sakirin.	3.3311875
Chapter14_186_186.wav	Impurmétal llakuy.	1.540125
Chapter14_187_187.wav	Ñukanchik llaktamanta maziakunamanka, ashallatami chay mapa kullkimanta hapin.	5.31075
Chapter14_188_188.wav	Shinapash krinku bancokunaka, tricentus millonta, watankatak hapin.	5.808625
Chapter14_189_189.wav	Achiktayta, shinapash nachu estados unidoska ushashka kullkita mariwanata, kukaynata tukuchishuk nishpa churanakun?	10.2508125
Chapter14_190_190.wav	Na, chaypi uyankallami kan.	2.336
Chapter14_192_192.wav	Maypi, maypi rikushunami rikushun.	1.9301875
Chapter14_194_194.wav	Estados unidoska drogata tukuchina nishkapika.	3.8823125
Chapter14_197_197.wav	Chayka 10%lla campaykunapa awankuman yaykushkamantaka.	4.468625
Chapter14_198_198.wav	A ver, rawsaydiunikwa, kayka kastuchu, o inversiónchu kan.	5.17325
Chapter14_19_19.wav	Tunawuta churay, Lula, chashnallatak, conexiónpak kawsak kawsak kanki.	4.5473125
Chapter14_1_1.wav	Empressami nirapamanchachikkuna, wakunapash kay maldición, kaypatenta nishkamanta mana tukuyllapak chayamunchu.	7.6778125
Chapter14_200_200.wav	Mana krinkobankukunalla kan.	2.4491875
Chapter14_203_203.wav	Ña yachanki, ushebi, bancukuna chay millón kullkikunata hapichun, ñukanchik ayllukuna, ayllullaktakuna chinkanakun, tukuy ismushka shinami sakirin.	11.8471875
Chapter14_204_204.wav	Kaypika tukuyllami satirishkakuna, polisiyak, ejercitok, politikokuna, periodistakuna, huescuna, igleshakuna, deportistakuna.	12.0173125
Chapter14_206_206.wav	Imashi solución kan, imatata rurashun, alcoholesa.	3.6714375
Chapter14_208_208.wav	Soluciónka portukallpimika.	3.202875
Chapter14_209_209.wav	Hawaneropak ayllullaktapi.	2.3651875
Chapter14_20_20.wav	Purishpa, radialistas apachunadukuna.	2.4115
Chapter14_210_210.wav	Pandimiamanta rimaykuna.	2.39325
Chapter14_25_25.wav	Hawun nero ayllaktamanta.	1.5443125
Chapter14_27_27.wav	Alli punchay yupaychani, shuk reportakiyta rurankapak munanchik, imata tukushka kay Amazoníapi, kay rupashkakunawan.	8.51375
Chapter14_2_2.wav	Shuk alli mañamaman llaktamanta alli empresani kan, wayershutiwan.	6.4261875
Chapter14_32_32.wav	Nachu rupashkashna utashintinkichik?	2.4569375
Chapter14_34_34.wav	Mashnaytar yakunata tukurishkayari kay mana alli runakunamanta.	4.4710625
Chapter14_36_36.wav	Kanaderokuna, mari.	1.8203125
Chapter14_3_3.wav	Yay rukumanta katukuna, glipusatuk, transkenikus nishkakunata churankapak munaykunawanka.	6.491
Chapter14_44_44.wav	Papelkunata rikuchichik?	1.49925
Chapter14_46_46.wav	Titulodepropiydakunata?	1.679375
Chapter14_4_4.wav	Karak, rilla kikinpak muyukunawan, kaypika, saludtami tarpunchik, mana kancerta tarpunchikchu.	6.889875
Chapter14_50_50.wav	Chay larkamanta hawa lumakaman, ñukanchik empresta kanaderak tukuytami rantishka kan.	5.49525
Chapter14_51_51.wav	Tukuymititulado, ñallami kay allpakunapi charishun.	3.4608125
Chapter14_52_52.wav	Cobernaciónman rirkanchik, ministereyaman raykichu de la propiedadamampak rirkanchik.	5.6514375
Chapter14_55_55.wav	Hatun makinakunawan chayamurka.	2.43325
Chapter14_58_58.wav	Policía ñami shamukun.	1.7165
Chapter14_59_59.wav	Ñukanchik allpakunapi sakirishpaka, krizomi rinkichik.	3.7774375
Chapter14_5_5.wav	Sumak kawsay uyachik antamantaka mana paktanchu, editori allkunata rurana, ninunciakuna, entrevistakuna, shukkunapash.	8.3539375
Chapter14_60_60.wav	Niveladorakunata satirka.	2.16175
Chapter14_63_63.wav	Yapa brutalidad.	1.491125
Chapter14_65_65.wav	Hawa lumakunapi kawsankapak, shitashka wiwakunashna.	3.8424375
Chapter14_6_6.wav	Hawaniropak ayllullaktapi.	2.4805
Chapter14_70_70.wav	Wakrakunaychakunapa aychakunan buryesakunapa.	4.9484375
Chapter14_71_71.wav	Allima kanman, kana derokunalla, paykunapa wakrakunawanchik shamushpapash.	4.668875
Chapter14_73_73.wav	Kayna punchami shamurka kankunapa ayllaktamanta kay ApolonÑu nishka runapash.	6.500125
Chapter14_74_74.wav	Chay raku Apoloniun.	1.5975
Chapter14_75_75.wav	Mashta pakushata ninki.	1.7605625
Chapter14_77_77.wav	Kinapash kay runa narkunishkapi satirishkami kan.	3.430125
Chapter14_79_79.wav	Pandemiaka runakunapak allitapash mana allitapash llukchishkami.	4.7941875
Chapter14_7_7.wav	Pandimiamanta rimaykuna.	2.415375
Chapter14_80_80.wav	Allika yanapariykuna, mushuk proyectukunata llukchinkapak yuyaykuna, tantanakushpa llamakaykuna.	7.391
Chapter14_82_82.wav	Ay, droga kunapash mirarishka.	2.4873125
Chapter14_87_87.wav	Shinapash, shinapash kanka ñachu Apolu ñukanki, Martapak kusak.	6.0701875
Chapter14_8_8.wav	Chunkachuyskun kapitullón.	1.8361875
Chapter14_91_91.wav	Ñachu kan chay mapak runa kanki, kan kan kapa ushita violarkanki.	4.780625
Chapter14_92_92.wav	Lluyakunallami, wapun, shullakunallak.	2.740625
Chapter14_96_96.wav	Kuntaktukunata charini.	1.8345
Chapter14_97_97.wav	Kunanka imatak munanki, Apoluña, tachuy lakunata ninapushakmi karn.	5.7863125
Chapter14_9_9.wav	Kukaynataka ama napata katunki.	2.25175
Chapter15_104_104.wav	Posokunaman rirkanchik harkankata.	2.5494375
Chapter15_105_105.wav	Ñukanchik lansakunata apashpa, na violenciata maskana hukanchikchu, shinapash, policeyakuna disparay kallarirka.	8.229
Chapter15_106_106.wav	Llokukunatashna dispararka.	1.9026875
Chapter15_107_107.wav	Ishkay wawkikuna wañurka, chaymanta shuwawkika escolapi yachachiy karka, allkutashna wañanchirka.	7.9926875
Chapter15_10_10.wav	Imashi solución kan imatata rurashun, alcoholdesa.	3.9813125
Chapter15_111_111.wav	Kay llaktapi kustiyshaka kulli brashinami kan, chaki lluchu kurikunata kanin.	5.5430625
Chapter15_112_112.wav	Shinapash guvernuka ñukanchik mamallaktaka pitrollumantami kawsanchik nishka.	6.036375
Chapter15_113_113.wav	Megor niychikari, pacholomanta wañanchik nishpa.	3.1406875
Chapter15_114_114.wav	Ñukam hatun yayaka nimi karyanpétro leoka, yallupa ismami kan nishpa.	4.664375
Chapter15_117_117.wav	Shukkoneksiyuntak charinchik, Amazoniamanta.	2.782375
Chapter15_118_118.wav	Ñukanchik mashikuna, Fredy, manuela rishka chaykunaman rikunkapak hatun kirukpampakuna rupanakuymantaka yallpakunapi.	8.7495
Chapter15_11_11.wav	Shuklla ushaviku.	1.284875
Chapter15_122_122.wav	Responsablekunaka shutita charinmi.	3.062
Chapter15_123_123.wav	Empresa kanaderamanta, duñukunami kan.	3.14925
Chapter15_126_126.wav	Kay rukpash kallpakunapika kunanka kuka nishka kiwatami tarpushka tiyan, kuka nishka kiwata.	7.6483125
Chapter15_128_128.wav	Alli nishpaka rupachishka hawa, rukakunapak.	4.0781875
Chapter15_12_12.wav	Dispendalli shana, illegalli shana tukuy, rokakunata.	3.4271875
Chapter15_130_130.wav	Ña tupu pakirishkakuna tiyan.	2.785375
Chapter15_132_132.wav	Pitolón yanayachishka yakuka ñami ishkay killomi tushlarkata mapayachishka, kay yakuka shuk shuk ayllullaktakunatami purikun.	8.5904375
Chapter15_133_133.wav	Mana rimayta usharkanchikchu, empresa petroleramantakunawan.	3.662375
Chapter15_134_134.wav	Antayvistata mañarkanchik, rela shunador puliykun na chaypi nirka, kutinmarapash tikrak muchinirkami.	7.007
Chapter15_135_135.wav	Larkamanta shuk butalla yakuta huntachishpa apar kanchik, paykuna malichun.	5.3011875
Chapter15_139_139.wav	Mashikuna, kaymi hatun llakikuna kan, empresakunaka maytapak rurashpa wañuchishpa sakin, estakupash mana rikunchu kay llaktakunataka.	11.714875
Chapter15_140_140.wav	Kirukunata urmachishpa, petrurio nishkakunatayman hichashpa rin, kaykunami ñukanchik allpamamataka wañuchinakun.	8.370125
Chapter15_141_141.wav	Llakichikuna shuk tikunata charinmi, Amazoní allpakunapi kan.	4.759875
Chapter15_152_152.wav	Pusakpatsak pueblos originarios, yallimi apya yallamanta tiyan, pachamamata wakaychishpa kan.	7.1071875
Chapter15_155_155.wav	Marta, Marta, rik chari.	2.6333125
Chapter15_156_156.wav	Imatak imashkata mamakunmi rimata kan.	3.572375
Chapter15_158_158.wav	Yachankichu pitakta rikurkani, lichu kashina forestkukarka.	5.096
Chapter15_15_15.wav	Drókakunakaturichun, prestio realpi illokales autorizakashkunapi.	4.951625
Chapter15_160_160.wav	Rima yukumir, ima ama shina chariwaychu.	3.2655625
Chapter15_161_161.wav	Apolon ñukacharishka purikun, kay war yupi rikurkani ñukapacha.	5.8238125
Chapter15_163_163.wav	Huys nishka na subsuyshiyantay pruebaskuna tiyanchu cárcelpi sakinkapak nishka.	5.26675
Chapter15_164_164.wav	Pribakuna illak nishka?	1.7614375
Chapter15_167_167.wav	Shinapash chaytaka na nana nita ushanchikchu, chay pillata probirakuna ña kutin waktanka, chay abortu mana munakuna, fanatikokuna.	10.8449375
Chapter15_16_16.wav	Yaystakka chay hatuk, ukukkunata rikuriyachu.	3.769
Chapter15_170_170.wav	Ñukamatillakukachay llakichishka washaka hampikunapakmanmi rirka.	5.1256875
Chapter15_172_172.wav	Ama chaytaka niychu, besi.	2.293375
Chapter15_173_173.wav	Kantaka hapinka, ikanpakushika, mama illak sakirinka.	4.31125
Chapter15_175_175.wav	Makita cruzashpa chusakirisha?	2.38275
Chapter15_176_176.wav	Rikunki Marta.	1.442
Chapter15_178_178.wav	Kay tukuy tukurikpika, tukuy allikpika, makanakuna kanchik shuk overnomanta.	6.539875
Chapter15_179_179.wav	Pichashun tukuy kustishiyata kay mama llaktapi.	3.7640625
Chapter15_180_180.wav	Hushkunaka ispana ukushina mapakunami hapirishka kan.	4.7319375
Chapter15_182_182.wav	Chay kanpa kusamanavariyta kashaki, payllatami urmanka wana mana shina.	5.62025
Chapter15_183_183.wav	Hawaniropak ayllullaktapi.	2.4905625
Chapter15_184_184.wav	Pandimiamanta rimaykuna.	2.3089375
Chapter15_18_18.wav	Na, purtuk allpika ñami vente watata chayta shinashpa katinakun.	5.3185
Chapter15_1_1.wav	Alcaldesa Magdalena yapa yuyachishpa sakinwarka kay, drugakunamanta shinallatak na panderiyak demillanash de dollarrishkullkikunawan chayrinkulantiyapi ruray willaykunawan.	11.6755
Chapter15_20_20.wav	Despinalisashka tukuy droga, mari wana kukayna, shinallatak, heroinata chupakkunata.	7.695125
Chapter15_21_21.wav	Adiktokunaka mana ninan shuwakuna, shinaka nishkakunachu kan, ashtawankarin hampirinata munankuna.	9.517875
Chapter15_22_22.wav	Estadoka paykunata yunapa.	2.2595
Chapter15_23_23.wav	Shinapash ima resultatuta chaypi tiyashka.	2.7559375
Chapter15_25_25.wav	Ña na consumidorkunatiyan, allshalla tiyan.	3.72325
Chapter15_27_27.wav	Urokaypika, mariwanawan kallarishka.	3.4215
Chapter15_2_2.wav	Ñukaka siempre yuyankaryani, kullkita charik llaktakunaka, droga kunataka anchuchinkapak munami yashpa.	7.717
Chapter15_33_33.wav	Kayta ulla yankusherio.	1.7541875
Chapter15_35_35.wav	Derechushumanukunata tapurkani, ochenta por ciento shuwaykuna, ikrimankuna ñukanchik llaktapi relashiyunaduk kan, turgashkunawan niwan.	10.5909375
Chapter15_37_37.wav	Ari, naprivido kashpaka, tukuriman kay achenta por ciento delitukunaka.	5.1735
Chapter15_38_38.wav	Ari, map yakuna tukuriman cárcelkunapash chushayaman.	5.6026875
Chapter15_39_39.wav	Shinallatak chay tawkatawka waranka millón kullkikunata, kay drogakuna tukuchishun nishka makanakuypimi churanarantika, hampikunapi yachachaykunapi churana.	12.6075625
Chapter15_3_3.wav	Ashtawankari shuk hatun nikushu kashka paykunapak.	3.552875
Chapter15_40_40.wav	Kutin, lucrosnallatak kakpika imashpatak na legali sam.	4.2765
Chapter15_42_42.wav	Chay negocio criminalak hatun pressukunawan katinkapakmi kan.	5.3728125
Chapter15_43_43.wav	Shina, shina kana kan, chaypise alli kan.	2.677875
Chapter15_44_44.wav	Imasha allkapune timpopi alcoholpurivisionwan.	3.0396875
Chapter15_45_45.wav	Uyay, alcoholcaldesa.	1.6250625
Chapter15_48_48.wav	Nachu purikrishun, shinapash shuk kapikuta upyashun.	3.81275
Chapter15_49_49.wav	Kaykupilla shuk empa na lakunata katukunmi.	3.043375
Chapter15_4_4.wav	Soluciónka portukallpimi kan.	3.2004375
Chapter15_51_51.wav	Ñamiya nimariy kani ushariy.	1.974
Chapter15_52_52.wav	Haku, haku, ama maskirillatak kunkankichu.	3.05375
