file	transcription	duration	forced_language
Chapter14_68_68.wav	Y para manga, o agracunata satirca.	2.663875	es
Chapter14_69_69.wav	Vagra con acá, chunga ahí con aca, causan etapas y ali al patámi monán.	5.4405625	es
Chapter14_72_72.wav	¡Cocalero con apas!	1.3753125	es
Chapter14_76_76.wav	¡Pipa Cusa Paz Charicán!	1.8106875	es
Chapter14_78_78.wav	Chica, ¿me imanba mi canta?	1.7545	es
Chapter14_81_81.wav	Manalika, Astaka Shualkona, Makai Kona, Machai Kona	5.271625	es
Chapter14_83_83.wav	Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy, Uy,	3.853625	es
Chapter14_84_84.wav	¡Jai-pan-michamu-hu-ni!	1.2939375	es
Chapter14_85_85.wav	¡Adiós!	2.126625	es
Chapter14_86_86.wav	¡Azi te va a atrear! ¡Maparón!	2.6304375	es
Chapter14_88_88.wav	Uy!	0.753875	es
Chapter14_89_89.wav	si me está habilitando la pica, te va a cunar. ¡Naya y cunca!	2.96975	es
Chapter14_90_90.wav	¡Canga ni ha hecho carcel de mas nao a tabacar y carcanchi!	3.1244375	es
Chapter14_93_93.wav	Ya pasé un sírgane.	1.4463125	es
Chapter14_94_94.wav	Se pica, quispichicuna pasmá de satiriska.	3.1339375	es
Chapter14_95_95.wav	¡Sinacharica!	1.844375	es
Chapter14_98_98.wav	¡Canda, monani!	0.9515	es
Chapter14_99_99.wav	¡Niócata!	0.96675	es
Chapter15_100_100.wav	que es una miraríspa que tiene	2.3173125	es
Chapter15_101_101.wav	¡Y es para Eiji!	0.9160625	es
Chapter15_102_102.wav	¡Y no me fanciar, es catacáneo, y funerke!	2.3628125	es
Chapter15_103_103.wav	¡Y es para Eiti!	0.868375	es
Chapter15_108_108.wav	¡New Can Chi! ¡Guan Y Shakuna Mandawa Can Chi!	2.6755625	es
Chapter15_109_109.wav	y mata a Chinaita no oye, por lo que ancha.	2.518375	es
Chapter15_110_110.wav	Sin apas, chai pi rakan.	2.314375	es
Chapter15_115_115.wav	y hachas para mi ninkask	1.460125	es
Chapter15_116_116.wav	¡Summa Kauza y Uya Chianta, manda masikuno!	3.1963125	es
Chapter15_119_119.wav	¿Catipais chingmas y cuna?	1.6474375	es
Chapter15_120_120.wav	Rikus Papa, Zmanak Ririndu	1.9808125	es
Chapter15_121_121.wav	Usas calpa con a tamí, ni acotrín su patinajo.	3.1744375	es
Chapter15_124_124.wav	Sin ajacán y huyacpípes, queita camana, vise a chiscachú.	4.128875	es
Chapter15_125_125.wav	Ni un canchín ya vico unao, más chamezco con un canchín.	3.2993125	es
Chapter15_127_127.wav	Chai Pijata, cootin cootin, jaque chito, cusca ench	3.4445625	es
Chapter15_129_129.wav	hasta la enjakikuna jaua y anacuriniska surkukuna.	4.41	es
Chapter15_131_131.wav	Naya Charínjo Masina Pacha Hichari Shikata	3.219375	es
Chapter15_136_136.wav	¿Ricucho, bundajna, alí, yuragica? ¿Ya cuucho, can?	4.3186875	es
Chapter15_137_137.wav	Sin afast, pipas mananía vita de cochircacho.	3.7354375	es
Chapter15_138_138.wav	¡Uy, ya es para que te hicieron!	1.649125	es
Chapter15_13_13.wav	¡Sin acha conga!	1.2921875	es
Chapter15_142_142.wav	¿Jas que chisca cuna paschutita chareña? ¿Caito, cuyas y alapi? ¿Nucan chisca tuñatas?	6.8526875	es
Chapter15_143_143.wav	¡Cocama cona, huito con cona!	2.7420625	es
Chapter15_144_144.wav	que chocona hay maracona	2.4898125	es
Chapter15_145_145.wav	abajo un cona o ahora ni cona	2.643375	es
Chapter15_146_146.wav	Guarrao Kuna, Guarani Kuna.	2.9486875	es
Chapter15_147_147.wav	Asaninka conna, Mapuche conna, Yanomami conna, Di conna conna	5.607625	es
Chapter15_148_148.wav	¡Witchy conna, schwarcona!	2.3725	es
Chapter15_149_149.wav	Cona-cona, nao-cona, mayacona, si pi-o-cona, boracona.	6.046125	es
Chapter15_14_14.wav	¿Dónde está la pucha?	1.1564375	es
Chapter15_150_150.wav	Piaro a una, chorote la cuna, le enca cuna.	4.2518125	es
Chapter15_151_151.wav	¡Cáctichele conas, apoteca conas! ¡Mundo rojo!	4.671875	es
Chapter15_153_153.wav	¡Ima si, Nanin!	1.3239375	es
Chapter15_154_154.wav	Mán a Pachama Mataca, Núcanche, Níapata y Takuna Manda, Carasca, Sina, Japilganchecho. Núcanche, Paguava, Kuna Mandami, Mania, Chisca, Sina, Chalinchi.	9.9139375	es
Chapter15_157_157.wav	Diari ama urmangicu.	1.9893125	es
Chapter15_159_159.wav	PITA!	0.8515625	es
Chapter15_162_162.wav	¡Mata, ni wanguieri!	2.2858125	es
Chapter15_165_165.wav	Sinaka, pinta ni okoshita o cabixayuta, Saki-sika.	3.6391875	es
Chapter15_166_166.wav	¡Susame!	0.8711875	es
Chapter15_168_168.wav	¡Caita, misi, nagre ni!	1.6980625	es
Chapter15_169_169.wav	Rick se me sugruñó. Paica y matapas coquíca. ¿Cuándo llegué a mi chaynal y ronata?	6.6221875	es
Chapter15_171_171.wav	¡Adiós!	1.674625	es
Chapter15_174_174.wav	Sinaka, y mató sin asa.	2.0114375	es
Chapter15_177_177.wav	¡Y mata!	0.7350625	es
Chapter15_17_17.wav	Sin apaznacho ya pamos cuis ya canjeca.	2.87825	es
Chapter15_181_181.wav	¡Ay, si, no hay nada tan marican!	2.1645625	es
Chapter15_19_19.wav	Hmm, JP, ¿qué es? ¡Cina chuca!	1.826125	es
Chapter15_24_24.wav	¡Hallipachacuna!	1.46875	es
Chapter15_26_26.wav	¡Gunanga, chau, pizatian!	2.3116875	es
Chapter15_28_28.wav	¡Es chúchú!	1.1458125	es
Chapter15_29_29.wav	Ari!	0.9155	es
Chapter15_30_30.wav	Mi way.	0.8668125	es
Chapter15_31_31.wav	80%	1.8874375	es
Chapter15_32_32.wav	¡Yúbetechan!	1.3079375	es
Chapter15_34_34.wav	Oye, se, oye, se.	0.972625	es
Chapter15_36_36.wav	¡Sucho ya está, Kunapika! ¡Sina ja ta mika!	3.3321875	es
Chapter15_41_41.wav	Chaitaní, ¿eh?	1.0225625	es
Chapter15_46_46.wav	¡Adi!	0.5688125	es
Chapter15_47_47.wav	¿Qué quenga, traba, hija, y alink?	2.035375	es
Chapter15_50_50.wav	¡Hacu! ¡Muchas gracias!	1.412	es
Chapter15_53_53.wav	¡Hacu! ¡Hacu!	0.886125	es
Chapter15_57_57.wav	Imagina que está nija, ya que ya pasca patia.	2.82675	es
Chapter15_58_58.wav	¡Casi, napacha!	1.0548125	es
Chapter15_59_59.wav	Ni me hija, se acreen, que no cancha el bacuna piata, ahora que con la sin.	4.366625	es
Chapter15_5_5.wav	¡Hasta luego en averiguos pacatinos, ¿no? ¿No te usen a ir a ngiti?	3.5863125	es
Chapter15_60_60.wav	Narbu, cuantaza, jupatichkacho.	1.9915	es
Chapter15_61_61.wav	Esto voy a tener ya.	1.1621875	es
Chapter15_62_62.wav	¡Visachio!	1.1531875	es
Chapter15_63_63.wav	La raga me se amuichi, ahí te se amuichi se amuichi, haco, haco.	2.7995625	es
Chapter15_64_64.wav	¡Quéima pata de convić!	1.601	es
Chapter15_65_65.wav	Mipe, mipe.	1.3145	es
Chapter15_66_66.wav	¡Qué miremoichi! ¡Makita Satiti!	2.3955	es
Chapter15_67_67.wav	Manalias nanga, manalias nancos.	3.4296875	es
Chapter15_71_71.wav	¡Ay mandaca a nazi corinjo!	1.601125	es
Chapter15_73_73.wav	Ayer, reconey, ah, rechiep, me chiemon, recore.	3.180625	es
Chapter15_75_75.wav	¡Hina pasé! ¡Zico y tíari!	2.35075	es
Chapter15_76_76.wav	Tu cuy más pata la rcama si te has que...	2.2985	es
Chapter15_78_78.wav	Yanga, Umatizaka.	1.7806875	es
Chapter15_79_79.wav	¡Chaya música punja con la carrín! ¡Wau kigo ninja rian!	3.02925	es
Chapter15_80_80.wav	Vau, que cona, amalia, Kirichitu.	3.229875	es
Chapter15_81_81.wav	¡Nú canchísca al guipajta chinata ya chanchigmi!	3.70475	es
Chapter15_83_83.wav	¡Cai chú, ya mayuca! ¡Jai, si, Nalia, tag, misa, Kirin!	3.8454375	es
Chapter15_84_84.wav	Ay, Lulia, Tapacar, Yanca y Tijanga, Ya, Chana, Wasipis, Alvichiska, Sakiringa, Cambirina, Wasipis, Tijanga...	9.4203125	es
Chapter15_85_85.wav	suma esta nirca	1.45975	es
Chapter15_86_86.wav	y masina ni maikhan y apata kosanika ni mata mana pacta chinchu	4.7663125	es
Chapter15_87_87.wav	Maki tasa ticica y mapa y acupi.	2.3565625	es
Chapter15_88_88.wav	No me gusta el fin de la montaña, pero el fin de la montaña no me gusta el fin de la montaña. No me gusta el fin de la montaña, pero el fin de la montaña no me gusta el fin de la montaña.	7.7464375	es
Chapter15_90_90.wav	¡Ni a esa húshka macanchi!	1.7309375	es
Chapter15_91_91.wav	Ni matan a tarinch.	1.5895625	es
Chapter15_92_92.wav	¡Ni cantitas ya que hiciste pasar que esca!	2.217625	es
Chapter15_95_95.wav	Siné pues la recacamada ocupi canga.	3.0038125	es
Chapter15_97_97.wav	¡Ay, ¿manda conga? ¡Cinca pa' chica!	2.5215	es
Chapter15_98_98.wav	Y que no pasa, no hay pasmapayas que conmigo.	2.3831875	es
Chapter15_9_9.wav	Maña Chisca Alba	1.80225	es
Chapter16_100_100.wav	Manapinga Luna!	1.52525	es
Chapter16_102_102.wav	fina caspa que espití el aire	2.37325	es
Chapter16_103_103.wav	¡Me mamanda! ¡Uy, Angichu!	1.8044375	es
Chapter16_104_104.wav	Y que ha usado aquí, chiscamanda, mi mamanda, mana, quispichisha.	3.7560625	es
Chapter16_105_105.wav	Chuconanga colquita, charinimi.	2.3845	es
Chapter16_106_106.wav	Alicoseita uxashumari	2.0639375	es
Chapter16_107_107.wav	que han maniucan sigo sin ambas, al y causaita cosas.	4.2721875	es
Chapter16_108_108.wav	¡Mapa, culquíon!	1.713375	es
Chapter16_109_109.wav	¡Núquerca, y mamá pasamos como un apícán, guía, ya ni mi!	3.5524375	es
Chapter16_112_112.wav	¡Juxi!	0.4903125	es
Chapter16_113_113.wav	¡Yokshi!	0.6586875	es
Chapter16_115_115.wav	tú cuyos mis pundas cargas y no ya te acán.	2.845875	es
Chapter16_119_119.wav	¡Te cae! ¡Canejongi, tanda nao y taca! ¡Pikuna ja taja, greg!	5.1420625	es
Chapter16_120_120.wav	¿Qué está con Manara y a Chanichu?	2.0055625	es
Chapter16_124_124.wav	¡Ah, ya de mi mí!	0.786625	es
Chapter16_125_125.wav	¡Nyukaka ni Matamana ya te arcanichos!	2.3815	es
Chapter16_126_126.wav	Hasta capura que espajame, alí yo ya y conata, ¡yúchirí!	3.5814375	es
Chapter16_127_127.wav	¡Ay, chai mandajata! ¡Caitanda na cuipeca! ¡Ya chac tu cuesta! ¡Manna monanche!	6.648125	es
Chapter16_128_128.wav	¡Ya! ¡Ya chactúcos que guardmita pas... ¡Mana, monan, chicho!	4.3366875	es
Chapter16_129_129.wav	Tanda, najo, chica, ta mi munanci.	2.0300625	es
Chapter16_132_132.wav	¿Qué hija te pica? ¿Ajita que hay una pagruna con a mi tienda?	3.3625	es
Chapter16_134_134.wav	¡Quí te aguambra con la pasmítia!	1.9435625	es
Chapter16_136_136.wav	¡Wa wa kuna! ¡Cusi chingapasamongi chicu! ¡Nioka wa wa kuna!	5.2420625	es
Chapter16_138_138.wav	Sin apas, ama un guita chimbatchingá, pero ni es que ha conata catís para que en acanchi.	5.436625	es
Chapter16_139_139.wav	¡Sugmuso guiar y sinata huilla chijo!	3.230625	es
Chapter16_140_140.wav	¡Jatumama!	0.746875	es
Chapter16_141_141.wav	¡Ushig!	0.8428125	es
Chapter16_142_142.wav	¡Imacinata kanji, hatu mama!	2.457375	es
Chapter16_143_143.wav	¡Canda, rego, ¡sipa, ¡hasta, cataco, si, Commission!	3.4364375	es
Chapter16_144_144.wav	Alita, chamurgan.	1.9626875	es
Chapter16_145_145.wav	¡Achita, cata, canda, ya, aquí Commission!	3.9965	es
Chapter16_147_147.wav	¡Tanca! ¡Adiós!	1.55375	es
Chapter16_149_149.wav	Siná pases, yo hubo que ya iba a quedar a ver. Wow.	3.970875	es
Chapter16_14_14.wav	¡Vaya ya pa'cha, mamacina!	2.165125	es
Chapter16_150_150.wav	¡Ugjarita Mari, a esta catamotón!	3.0855625	es
Chapter16_151_151.wav	Machia Manu	0.8568125	es
Chapter16_153_153.wav	¡Sucho andando a la juimicágrima!	1.688375	es
Chapter16_158_158.wav	¡Jika! ¡Yaico, un guichamar!	1.909875	es
Chapter16_160_160.wav	¡Ali, ¡pach!	1.1016875	es
Chapter16_162_162.wav	Ni un cocañano a satirigrimicio.	2.336	es
Chapter16_163_163.wav	¡Ni a mis satiriska cani!	1.9483125	es
Chapter16_164_164.wav	Cáil y Acta Taka, tú cuimaná alícona manda luchina mi canti.	4.970625	es
Chapter16_167_167.wav	que hay partido que imasutita, Cagri.	2.6120625	es
Chapter16_168_168.wav	Alivutapacha, mascana y oyanami kanji.	3.282875	es
Chapter16_169_169.wav	Sin apas, túl pucunataca, ni amicarenti.	3.8834375	es
Chapter16_170_170.wav	¡Guay, ya está churras y un iní!	1.9700625	es
Chapter16_171_171.wav	¡Sachama masina guayata!	2.0788125	es
Chapter16_172_172.wav	Sinépas, huar mi conépa tan danahoy siné.	3.515	es
Chapter16_174_174.wav	Niami, mochó que te iba, ni a obama, a pactar, ya no te llamo.	3.7504375	es
Chapter16_176_176.wav	Y hoy te has llegado para ser y tacar más y hoy ahí su amarón.	2.6496875	es
Chapter16_177_177.wav	¡Ai maníspa!	1.1474375	es
Chapter16_179_179.wav	¡Niami, ¿qué os cuvó esta tchaype jamz? ¡Niami, ¿qué os cuvó manganito?	5.3288125	es
Chapter16_182_182.wav	Ni mamanda, ni mamanda.	1.5201875	es
Chapter16_183_183.wav	¡Ni a misina, ni si pasas aquí rícanos!	2.09	es
Chapter16_187_187.wav	Con el cunanga caetanda, una julta marca piteja, que al ir luna con agua en sincía sin atami, mascana crunchy.	7.11225	es
Chapter16_188_188.wav	¡Ginas para sepimen de paches en caita quejarina canti!	3.713875	es
Chapter16_189_189.wav	Y matan y panguí.	1.144875	es
Chapter16_192_192.wav	¡Equí que mongu! ¡Biñachinocha!	2.1425	es
Chapter16_194_194.wav	Mil agro.	0.978375	es
Chapter16_195_195.wav	¡Mana! ¡Huja nija tu húcha!	3.4745625	es
Chapter16_196_196.wav	y matari.	0.926625	es
Chapter16_198_198.wav	a macotimpas sus uchi jambe con agua en casa ticho	3.5129375	es
Chapter16_201_201.wav	Chai Khang Big Pash Chai Pisa Tiris Khang Shina Pash Mahna Chai Ka Khang Zhu	6.26725	es
Chapter16_202_202.wav	¡Jatun, ya que pa' chacan!	2.64025	es
Chapter16_205_205.wav	Y... ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y	2.1798125	es
Chapter16_214_214.wav	Chaita, que manna a la quina chocante.	2.5729375	es
Chapter16_215_215.wav	¡Chica, hacha, hacha, ¡zaki pa'chami' con!	2.4474375	es
Chapter16_216_216.wav	¡Ay, yo te pa'cha mi tchaikawa que tenga!	2.959625	es
Chapter16_217_217.wav	Y matata que jugación panico!	1.9104375	es
Chapter16_219_219.wav	Y más y más, ¿y matan esa linge panico?	2.0315	es
Chapter16_21_21.wav	¡Nucapas que quindas! ¡Pacta chiguar mi cáctarí con mi!	3.457	es
Chapter16_220_220.wav	¡Munangma canta cuita cajari!	2.5425	es
Chapter16_221_221.wav	Makanakui Pika, Kajarishpa, Makanjami Ali Harcanga.	4.759375	es
Chapter16_23_23.wav	Sinaka, no te voy a morir, no te voy a morir.	3.0298125	es
Chapter16_25_25.wav	¡Ari! ¡Sinami!	1.4153125	es
Chapter16_26_26.wav	¿Qué quimpuye el cascamante, Siena?	2.5778125	es
Chapter16_27_27.wav	y la masina ni hurcani, que se ha rimando a la pachaca que quinta alica.	4.55125	es
Chapter16_28_28.wav	¡Achita Cata Licachín!	1.7085625	es
Chapter16_29_29.wav	Y si no, ya está.	1.5568125	es
Chapter16_30_30.wav	¡New Catasawationing!	1.4016875	es
Chapter16_31_31.wav	¡Ama, man, man! ¡Ama, chaita, ni pa'ichu!	3.2425	es
Chapter16_32_32.wav	Alcaldez, ni ni Magdalena.	2.177375	es
Chapter16_33_33.wav	¡Ceita que manana!	1.2188125	es
Chapter16_34_34.wav	¡Niúcaca! ¡Caitamari Ningapamonani!	3.5533125	es
Chapter16_35_35.wav	¡Siuq Tanda, na huita, vienia, tisum!	2.325	es
Chapter16_36_36.wav	Tandon a juitar.	0.9134375	es
Chapter16_37_37.wav	Ari, ¡sí, estándar una ruta!	1.9935625	es
Chapter16_3_3.wav	Pachama mata o ha caído chispa canto	2.39975	es
Chapter16_41_41.wav	Ay, ¿sí, Namika?	1.391875	es
Chapter16_48_48.wav	Si, no, ya está pa' y cajada, tú ajota mi chale.	3.3726875	es
Chapter16_49_49.wav	¡Siamu pa' imamita!	2.3771875	es
Chapter16_4_4.wav	¡Ima si, Nanin!	1.1571875	es
Chapter16_51_51.wav	y matan y guau	1.7460625	es
Chapter16_52_52.wav	¡Simi de kilpari!	2.2665625	es
Chapter16_53_53.wav	y mato dura cuiningu	1.51225	es
Chapter16_55_55.wav	Seguimos en la cena, pandajoni.	2.1885	es
Chapter16_56_56.wav	Cáigua manquí mi limupa y me lo puse.	1.520625	es
Chapter16_57_57.wav	¡Adiós!	1.5860625	es
Chapter16_58_58.wav	Chaipi alimaca pangimama	2.337	es
Chapter16_59_59.wav	¿Más na'ueta tacharipangu?	1.476	es
Chapter16_60_60.wav	¿No se que tenga piche a vueltas? ¿Tiene que ser igual?	3.173875	es
Chapter16_61_61.wav	Niemis puse a chunga piche guatata pactarcani.	3.522625	es
Chapter16_63_63.wav	¿Qué pasa?	1.1749375	es
Chapter16_64_64.wav	¡Ni como te ayunvo y tal! ¡Namandani!	3.1418125	es
Chapter16_68_68.wav	¡Barrillo!	0.9504375	es
Chapter16_70_70.wav	¡Ni un gran mango y la chimba de cincuenta y manián!	3.1714375	es
Chapter16_71_71.wav	Jai Manda, Riku Nga Pagmanasham	3.3944375	es
Chapter16_72_72.wav	Olajaja que ni wasipiwau.	2.686625	es
Chapter16_73_73.wav	No tu chica, ungo y tapas ya le ya que con.	3.826875	es
Chapter16_76_76.wav	Y mata, y mata, que estáita.	1.293125	es
Chapter16_79_79.wav	suma, tayo, y angitaita.	1.333125	es
Chapter16_7_7.wav	Y a mis antísica, chareinte.	1.5690625	es
Chapter16_82_82.wav	pa' iconata combacho	1.8801875	es
Chapter16_84_84.wav	¡Pesicai, Pachaca, con!	2.3686875	es
Chapter16_85_85.wav	Pita cabangi	1.5505625	es
Chapter16_86_86.wav	Masta, masta.	2.6536875	es
Chapter16_87_87.wav	Apologno!	1.151125	es
Chapter16_88_88.wav	¡Nacho binga, Nayang!	1.21825	es
Chapter16_90_90.wav	¿Qué matamos, Nange? ¿Qué hay?	1.6911875	es
Chapter16_91_91.wav	¡Sí con gapa, monen!	1.440875	es
Chapter16_95_95.wav	¿Mananú? ¿Qué es?	1.4764375	es
Chapter16_96_96.wav	¡Ni un caminamona, dipas! ¡Supairó con mi banda chihuahua!	3.6151875	es
Chapter16_98_98.wav	¡No pasis!	1.652625	es
Chapter16_99_99.wav	¡Tika! ¡Gami su paikangi!	2.02275	es
Chapter17_101_101.wav	Y más ya quichar y te arpipas, mamá, andi o aonde, y si cae en di paga o saícunata o acaicisong.	8.6080625	es
Chapter17_102_102.wav	Y que ingunatañó con chipas y anapangapamonanchi.	3.0863125	es
Chapter17_104_104.wav	Casi rima de pacha tú cuícalo se iconata o acaicicum.	5.72425	es
Chapter17_105_105.wav	Sinami Rimanana, ¿no?	1.7154375	es
Chapter17_106_106.wav	¡Alicu, tamí! ¡Ya te buscan, imas!	2.954	es
Chapter17_108_108.wav	¡Nucantipas que quinguan cantipas!	2.1105625	es
Chapter17_109_109.wav	¡Tú, Paichani!	0.82325	es
Chapter17_110_110.wav	¡Niúcanchiga y anabais como nada! ¡Tchas, keep bay!	2.408125	es
Chapter17_111_111.wav	¡Ahh! ¡Cata, you by chani!	1.7493125	es
Chapter17_113_113.wav	¿Caitos que conaoan? ¿Ya no pitan dan a corrinche?	3.6365625	es
Chapter17_114_114.wav	¡Sí, no, China!	0.958625	es
Chapter17_119_119.wav	¡Yupaychan yupaychan! ¡Campar cara a cusca manta! ¡Yupaychan, chímpag! ¡Ay, yo exacta con la manta, zahtagmi!	8.4193125	es
Chapter17_11_11.wav	¡Sí, cuy, cuy!	1.6393125	es
Chapter17_124_124.wav	¡Jajita, manajamos tan luchos!	1.9670625	es
Chapter17_126_126.wav	Sin asiatas que a igual a cuna nia ua charepica, manna ya na panchu.	4.620625	es
Chapter17_128_128.wav	Yo conata, yo conata. Chaita, ya me rima.	3.3703125	es
Chapter17_12_12.wav	Arrihuahua Kulamana, hua-charin-ju-charihuahua ni...	4.6545	es
Chapter17_132_132.wav	Sin apas, ¿Cairi maykunawong, Kambak, Chunjulimantak, Manjaykunata, Jurang, Sating?	5.6044375	es
Chapter17_136_136.wav	Manda, Lízer y Magpika, Núcacafú y Upys a Kirini, Ži Kung.	4.3135625	es
Chapter17_137_137.wav	¡Suga si China la llava en igreine!	2.4085	es
Chapter17_139_139.wav	que hay pica tu cuipacha, tu cuipunja, tu cuipacha, cuuna tamizan con guichigna y espanista.	6.6500625	es
Chapter17_13_13.wav	¡Pai, cuñacan, wharmita! ¡Carritaba, jagujanga, niñ!	3.85425	es
Chapter17_140_140.wav	y matan y cunguí	1.48125	es
Chapter17_141_141.wav	¡Niúca semana punja ca!	1.6563125	es
Chapter17_143_143.wav	¿Qué ya cusica?	1.4804375	es
Chapter17_145_145.wav	¡Taika ya quichis ya encaimikan!	2.548625	es
Chapter17_147_147.wav	¡Rima y Takahamutanimi! Si en la paz, Nukanchi, Grima y Wangai y Maricuna, Tataxcharin.	5.261625	es
Chapter17_14_14.wav	¡Hancas, o a Mince y Tura, unata, o se aniron!	4.1948125	es
Chapter17_150_150.wav	Y maníspa.	1.0729375	es
Chapter17_151_151.wav	Sinaka, sinaka, masiamaru, niña que no haya tenido imáctad de chinata.	6.4280625	es
Chapter17_153_153.wav	¡Cejo, hija, y como se vea, un chico de la vida!	4.3878125	es
Chapter17_158_158.wav	Chica, o mai mi can.	1.7729375	es
Chapter17_15_15.wav	¿Qué es la catíquia de Catacán? ¡Mana, ininicho!	2.8011875	es
Chapter17_163_163.wav	Uyangi, chuchayni, chucayni, chucata.	1.5846875	es
Chapter17_16_16.wav	pa' y con así no me unas pica	2.1806875	es
Chapter17_17_17.wav	¿Qué es pecho?	1.90725	es
Chapter17_18_18.wav	¡Canga pagmona pica! ¡Saginaja mi cancha ni hum!	3.729	es
Chapter17_19_19.wav	¡Hasta la mañana!	2.8815	es
Chapter17_21_21.wav	¡Hurry!	0.6190625	es
Chapter17_25_25.wav	¡Pastur! ¡Hayabura, macanájo!	3.1009375	es
Chapter17_26_26.wav	Ah, sí, no, sí, no.	1.1155	es
Chapter17_28_28.wav	¡Huyaya, ya hay mamá ya está! ¡Huyaya, ya hay, chucuna!	3.4004375	es
Chapter17_29_29.wav	¿Cuyapá, masí que quien ca, mana, sabor y que cangichu?	3.9206875	es
Chapter17_31_31.wav	¡Pasto!	0.9415	es
Chapter17_32_32.wav	Másikona, yo concierto a una narruica, bien y así.	3.8378125	es
Chapter17_34_34.wav	Si, ¿no pases imasutita, churarina? ¿Tapas, manara, y eschenci?	3.969875	es
Chapter17_35_35.wav	¡Si no, no te acuerdas, churrapason!	2.484375	es
Chapter17_36_36.wav	¡Ni un caca, caita, monani! ¡Tú cuita, al chingapah!	4.051125	es
Chapter17_38_38.wav	Tu cuicuna chaitaneng sin apas, pipas y matamana rurancho.	4.483375	es
Chapter17_39_39.wav	Ni otra Caitanini.	2.031125	es
Chapter17_3_3.wav	¿Conanga, ShoteRingmi?	1.6630625	es
Chapter17_40_40.wav	¡Tanda na'fusca o sian chique!	1.85125	es
Chapter17_42_42.wav	¡Nió cambiega marcha, esca, bahambirina, vasis, chute, sin hoy Commissionos!	4.1689375	es
Chapter17_43_43.wav	¡Caita, uya, paiti!	1.461625	es
Chapter17_44_44.wav	Patria libre	1.18225	es
Chapter17_45_45.wav	¿Más que no cuida que haces la pachina o herida? ¿Nacho?	3.9811875	es
Chapter17_46_46.wav	Pátria, patria.	1.7425	es
Chapter17_48_48.wav	Matria	0.996625	es
Chapter17_50_50.wav	Matria, matria.	1.742875	es
