model_id	filename	reference	hyp
omniASR_LLM_1B	Chapter14_208_208.wav	Soluciónka Portugalpimi kan.	solucionga portugalpimi kan
omniASR_LLM_1B	Chapter14_209_209.wav	Jaboneropak ayllullaktapi	jaboneropak ayllu llaktapi
omniASR_LLM_1B	Chapter14_20_20.wav	Purishpa, radialistas apasionadokuna!	purishpa radia listas apasionadokuna
omniASR_LLM_1B	Chapter14_210_210.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter14_25_25.wav	Jabonero ayllullaktamanta.	jabonero ayllu llaktamanta
omniASR_LLM_1B	Chapter14_27_27.wav	Alli puncha, yupaychani, shuk reportajeta rurankapak munanchik, imatak tukushka kay Amazoníapi, kay rupashkakunawan.	alli punlla yupaychani shuk reportajeta rurankapa munanchik imata tukushka kay amazoniapi kay rupashkakunawan
omniASR_LLM_1B	Chapter14_2_2.wav	Shuk Alemania mamallaktamanta alli empresami kan, Bayer shutiwan.	shuk alemania mamallaktamanta alli empresami kan bayer shutiwan
omniASR_LLM_1B	Chapter14_32_32.wav	Nachu rupashka ashnakuta sentinkichik?	nachu rupashka ashnakuta sintinkichi
omniASR_LLM_1B	Chapter14_34_34.wav	Mashna hectáreakunatak tukurishkayari kay mana alli runakunamanta.	mashnay tariakunata tukurishkayari kay mana ali runakunamanta
omniASR_LLM_1B	Chapter14_36_36.wav	Ganaderokunamari.	ganaderokuna mari
omniASR_LLM_1B	Chapter14_3_3.wav	Bayer ukumanta katukkuna, glifosato, transgénico nishkakunata churankapak munaykunawanka.	valley rukumanta jatukuna glifosato transgenicos nishkakunata churankapa munaykunawanka
omniASR_LLM_1B	Chapter14_44_44.wav	Papelkunata rikuchiychik.	papelkunata rikuchichi
omniASR_LLM_1B	Chapter14_46_46.wav	Título de propiedadkunata.	titulo de propiedadkunata
omniASR_LLM_1B	Chapter14_4_4.wav	Carajo riylla kikinpa muyukunawan, kaypika saludtami tarpunchik, mana cáncerta tarpunchikchu!	karaju risha kikinpa muyukunawan kaypika saludtami tarpunchik mana cancerta tarpunchikchu
omniASR_LLM_1B	Chapter14_50_50.wav	Chay larkamanta hawa lomakaman, ñukanchik empresa ganadera tukuytami rantishka kan.	chay larcamanta jawa lomacaman ñukanchik empresta ganadera tukuytami rantishka kan
omniASR_LLM_1B	Chapter14_51_51.wav	Tukuymi titulado, ñallami kay allpakunapi tiyarishun.	tukuymi titulado ñallamika yalpakunapiti arishun
omniASR_LLM_1B	Chapter14_52_52.wav	Gobernaciónman rirkanchik, ministerioman, registro de propiedadmanpash rirkanchik.	gobernacionman rirkanchik ministerioman registro de la propiedadmanpash rirkanchik
omniASR_LLM_1B	Chapter14_55_55.wav	Hatun máquinakunawan chayamurka.	jatun maquinakunawan chayamurka
omniASR_LLM_1B	Chapter14_58_58.wav	Policía ñami shamukun.	policía ñami shamukun
omniASR_LLM_1B	Chapter14_59_59.wav	Ñukanchik allpakunapi sakirishpaka presomi rinkichik.	ñukanchik allpakunapi sakirishpaka prezumi rinkichik
omniASR_LLM_1B	Chapter14_5_5.wav	Sumak kawsay uyachik antamantaka mana paktanchu, editorialkunata rurana, denunciakuna, entrevistakuna, shukkunapash.	sumak kawsay uyachi antamantaka mana paktanchu editorialkunata rurana denunciakuna entrevistakuna shukkunapash
omniASR_LLM_1B	Chapter14_60_60.wav	Niveladorakunata satirka.	ni veladorakunata satirka
omniASR_LLM_1B	Chapter14_63_63.wav	Yapa brutalidad.	yapa brutalidad
omniASR_LLM_1B	Chapter14_65_65.wav	Hawa lomakunapi kawsankapak shitashka wiwakunashna.	jahua lomacunapi causangapa shitashca huihuacunashna
omniASR_LLM_1B	Chapter14_6_6.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter14_70_70.wav	Wakrakuna aychakunapa, aychakuna hamburguesakunapa.	wagrakuna aychakunapa aychakunan burguesakunapa
omniASR_LLM_1B	Chapter14_71_71.wav	Allima kanman ganaderokunalla paykunapa wakrakunawanlla shamushpapash.	alima kanman ganaderokunalla paykunapa wakrakunawanlla shamushpapash
omniASR_LLM_1B	Chapter14_73_73.wav	Kayna punchami shamurka kankunapa ayllullaktamanta, kay Apolonio nishka runapash.	caina punzhami shamurca cangunapac aillu llactamanda cai apolonio nishca runapash
omniASR_LLM_1B	Chapter14_74_74.wav	Chay raku Apolonio?	chay raku apolonio
omniASR_LLM_1B	Chapter14_75_75.wav	Martapa kusata ninki?	mashtapa cusata ninyi
omniASR_LLM_1B	Chapter14_77_77.wav	Shinapash kay runa narco nishkapi satirishkami kan.	shinapash cay runa narco nishcapi satirishcami can
omniASR_LLM_1B	Chapter14_79_79.wav	Pandemiaka runakunapak allitapash mana allitapash llukchishkami.	pandemiaka runakunapak alitapash mana alitapash llukchishkami
omniASR_LLM_1B	Chapter14_7_7.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter14_80_80.wav	Allika yanapariykuna, mushuk proyectokunata llukchinkapak yuyaykuna, tantanakushpa llamkaykuna.	alika yanaparikuna mushuk proyektokunata llukchinkapak yuyaykuna tantanakushpa llamkaykuna
omniASR_LLM_1B	Chapter14_82_82.wav	Ay, drogakunapash mirarishka.	ay drogakunapash mirarishka
omniASR_LLM_1B	Chapter14_87_87.wav	Shinapash, shinapash, kanka nachu Apolonio kanki, Martapa kusa?	shinapashi shinapashi kanka ñachu apolonio kanki martapa kusa
omniASR_LLM_1B	Chapter14_8_8.wav	Chunka chusku capítulo	chunka chuskun capitulo
omniASR_LLM_1B	Chapter14_91_91.wav	Nachu kan chay mapa runa kanki, kan kanpa ushita violarkanki?	ña chukan chay maparuna kanki kan kamba ushita violar kanki
omniASR_LLM_1B	Chapter14_92_92.wav	Llullakunallami Guapo, llullakunalla.	llullakunallami wapu llullakunallaka
omniASR_LLM_1B	Chapter14_96_96.wav	Contactokunata charini.	contactokunata charini
omniASR_LLM_1B	Chapter14_97_97.wav	Kunanka imatak munanki, Apolonio, tachuelakunata ninan pushakmi kan?	kunanka imata munanki apolonia tachu ilakunata nina pushakmi kan
omniASR_LLM_1B	Chapter14_9_9.wav	Cocaínataka mashnapatak katunki?	kukaynataka mashnapata hatunki
omniASR_LLM_1B	Chapter15_104_104.wav	Pozokunaman rirkanchik harkankapak.	pozokunaman rirkanchik jarkankapa
omniASR_LLM_1B	Chapter15_105_105.wav	Ñukanchik lanzakunata apashpa, na violenciata maskanakurkanchikchu, shinapash policíakuna disparay kallarirka.	ñukanchik lanzakunata apashpa na violenciata maskanakurkanchichu shinapash policiakuna disparaykallarirka
omniASR_LLM_1B	Chapter15_106_106.wav	Locokuna kashna dispararka.	locokunatashna dispararka
omniASR_LLM_1B	Chapter15_107_107.wav	Ishkay wawkikuna wañurka, chaymanta shuk wawkika escuelapi yachachik karka, allkutashna wañuchirka.	ishkay wawkikuna wañurka chaymanta shuk wawkika escuelapi yachachik karka allkutashna wañuchirka
omniASR_LLM_1B	Chapter15_10_10.wav	Imashi solución kan, imatatak rurashun, alcaldesa?	imashi solución kan imatataj rurashun alcaldesa
omniASR_LLM_1B	Chapter15_111_111.wav	Kay llaktapi justiciaka culebrashinami kan, chaki lluchu purikkunata kanin.	kay llaktapi justiciaka culebrashinami kan chaki lluchu purikunata kanin
omniASR_LLM_1B	Chapter15_112_112.wav	Shinapash gobiernoka ñukanchik mamallaktaka petróleomantami kawsanchik nishka.	shinapash gubiernuka ñukanchik mama llaktaka petroliomantami kawsanchik nishka
omniASR_LLM_1B	Chapter15_113_113.wav	Mejor niychikyari, petróleomanta wañunchik nishpa.	mejornichi ari petroleomanda wañunchi nishpa
omniASR_LLM_1B	Chapter15_114_114.wav	Ñuka hatun yayaka ninmi karyan, petróleoka diablopa ismami kan nishpa.	ñucan jatun yayacanïmi carian petroleoca diablupa ismami can nishpa
omniASR_LLM_1B	Chapter15_117_117.wav	Shuk conexiónta charinchik Amazoníamanta.	shuk conexionta charinchik amazoniamanta
omniASR_LLM_1B	Chapter15_118_118.wav	Ñukanchik mashikuna Fredy, Manuela rishka chaykunaman rikunkapak, hatun kiru pampakuna rupanakuymanta kay allpakunapi.	ñukanchik mashikuna fredy manuela rishka chaykunaman rikunkapak jatun kiru pambakuna rupanajuymanta kay allpakunapi
omniASR_LLM_1B	Chapter15_11_11.wav	Shuklla, Eusebio.	shuk llawshapik
omniASR_LLM_1B	Chapter15_122_122.wav	Responsablekunaka shutita charinmi.	responsablekunaka sutita charinmi
omniASR_LLM_1B	Chapter15_123_123.wav	Empresa ganaderamanta dueñokunami kan.	empresa ganaderamanta dueñokunami kan
omniASR_LLM_1B	Chapter15_126_126.wav	Chay rupashka allpakunapika kunanka coca nishka kiwatami tarpushka tiyan, coca nishka kiwata!	kay rupashka allpakunapika kunanka coca nishka jiwatami tarpushka tiyan coca nishka jiwata
omniASR_LLM_1B	Chapter15_128_128.wav	Alli nishpaka rupachishka hawa, drogakunapash.	alli nishpaka rupachishka jawa drogakunapash
omniASR_LLM_1B	Chapter15_12_12.wav	Despenalizana y legalizana tukuy drogakunata.	despenalizana ilegalizana tukuy drogakunata
omniASR_LLM_1B	Chapter15_130_130.wav	Ña tubo pakirishkakuna tiyan.	ña tubu pakirishkakuna tiyan
omniASR_LLM_1B	Chapter15_132_132.wav	Petróleomi yanayachishka yakuka ñami ishkay kilómetros larkata mapayachishka, kay yakuka shuk shuk ayllullaktakunatami purikun.	petroleowan yanayachishka yakuka ñami ishkay kilometros larkata mapayachishka kay yakuka shuk shuk ayllu llaktakunatami purijun
omniASR_LLM_1B	Chapter15_133_133.wav	Mana rimayta usharkanchikchu empresa petroleramantakunawan.	mana rimayta usharkanchikchu empresa petroleramantakunawan
omniASR_LLM_1B	Chapter15_134_134.wav	Entrevistata mañarkanchik, relacionador público na chaypi nirka, kutinparakpash tikramuychik nirkami.	entrevistata mañarkanchik relacionador público na chaypi nirka kutin varapash tigramuychi nirkanmi
omniASR_LLM_1B	Chapter15_135_135.wav	Larkamanta shuk botella yakuta huntachishpa aparkanchik, paykuna mallichun.	larkamanta shuk botella yakuta juntachishpa aparkanchik paykunaman lichun
omniASR_LLM_1B	Chapter15_139_139.wav	Mashikuna, kaymi hatun llakikuna kan, empresakunaka maytapash rurashpa wañuchishpa sakin, estadopash mana rikunchu kay llaktakunataka.	mashikuna kaymi jatun llakikuna kan empresakunaka maytapash rurashpa wañuchishpa sakin estadopash mana rikunchu kay llaktakunataka
omniASR_LLM_1B	Chapter15_140_140.wav	Kirukunata urmachishpa, petróleo nishkakunatayman hichashpa rin, kaykunami ñukanchik allpamamataka wañuchinakun.	kirukunata urmachishpa petrúleo nishkakunata ima jichashpa rin kaykunami ñukanchik allpa mamataka wañuchinajun
omniASR_LLM_1B	Chapter15_141_141.wav	Llakichikkuna shutikunata charinmi, Amazonía allpakunapi kan.	llakichikuna shutikunata charinmi amazonia allpakunapi kan
omniASR_LLM_1B	Chapter15_152_152.wav	Pusak patsak pueblos originarios yallimi Apya Yalamanta tiyan, pachamamata wakaychishpa kan.	pusak patsak pueblos originarios yalimi abiayalamanta tiyan pachamamata wakaychishpa kan
omniASR_LLM_1B	Chapter15_155_155.wav	Marta, Marta, rikchariy!	marta marta rikchari
omniASR_LLM_1B	Chapter15_156_156.wav	Imatak, imashkatak mama Gumer, imatak kan?	imata imashkata mamak gomer imata kan
omniASR_LLM_1B	Chapter15_158_158.wav	Yachankichu pitatak rikurkani, lechugashina fresco karka?	yachanki chupitata rikurkani lechuga shina fresco karka
omniASR_LLM_1B	Chapter15_15_15.wav	Drogakuna katurichun precio realpi y locales autorizadoskunapi.	drogakuna jaturichun precio realpi y locales autorizadoskunapi
omniASR_LLM_1B	Chapter15_160_160.wav	Rimay, Gumer, ima ama shina chariwaychu.	rimay gomed ima ama shina chariwaychu
omniASR_LLM_1B	Chapter15_161_161.wav	Apolonio kacharishka purikun, kay barriopi rikurkani ñukapacha.	apolonio kacharishka purikun kay barriopi rikurkani ñuka pacha
omniASR_LLM_1B	Chapter15_163_163.wav	Juez nishka, na suficiente pruebaskuna tiyanchu cárcelpi sakinkapak nishka.	pues nishka na suficiente pruebaskuna tiyanchu carcelpi saquinkapak nishka
omniASR_LLM_1B	Chapter15_164_164.wav	Pruebakuna illan nishka?	puebakuna illan nishka
omniASR_LLM_1B	Chapter15_167_167.wav	Shinapash chaytaka na niyta ushanchikchu, chaypillatak providakuna ña kutin waktanka, chay aborto mana munakkuna, fanáticokuna.	shinapash chaytaka na nita ushanchichu chaypillata providakuna ña kutin waktanka chay aborto mana munakuna fanaticokuna
omniASR_LLM_1B	Chapter15_16_16.wav	Y estado chay katuk ukukunata rikuriyachun.	y estado chay jatuy ukukunata rikuriyachun
omniASR_LLM_1B	Chapter15_170_170.wav	Ñuka Matildakuka chay llakichishka washaka hampikkunapakmanmi rirka.	ñuka matildagoka chay llakichishka washaka jambikunapakmanmi rirka
omniASR_LLM_1B	Chapter15_172_172.wav	Ama chaytaka niychu, veci.	ama chaytaka nichu vece
omniASR_LLM_1B	Chapter15_173_173.wav	Kantaka hapinka y kanpa ushika mama illak sakirinka.	kantaka kapinka y kambagushika mama illa sakirinka
omniASR_LLM_1B	Chapter15_175_175.wav	Makita cruzashpachu sakirisha?	makita cruzashpa chushakirisha
omniASR_LLM_1B	Chapter15_176_176.wav	Rikunki, Marta.	rikunki marta
omniASR_LLM_1B	Chapter15_178_178.wav	Kay tukuy tukurikpika, tukuy yallikpika, makanakuna kanchik shuk gobiernomanta.	kay tukuy tukurikpika tukuy alikpika makanakuna kanchik shuk gobiernomanta
omniASR_LLM_1B	Chapter15_179_179.wav	Pichashun tukuy justiciata kay mamallaktapi.	phichashun tukuy justiciata kay mama llaktapi
omniASR_LLM_1B	Chapter15_180_180.wav	Juezkunaka ishpana ukushina mapakunami hawirishka kan.	juezkunaka ishpana ukushina mapakunami jabirishka kan
omniASR_LLM_1B	Chapter15_182_182.wav	Chay kanpak kusa mana valitaka sakiy, payllatakmi urmanka guanábanashina.	chay kanpa kusa mana valitaka saki payllatami urmanka wana vanashina
omniASR_LLM_1B	Chapter15_183_183.wav	Jaboneropak ayllullaktapi	jaboneropak ayllu llaktapi
omniASR_LLM_1B	Chapter15_184_184.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter15_18_18.wav	Na, Portugalpika ñami veinte watata chayta shinashpa katinakun.	na portugalpika ñami veinte watata chayta shinashpa katinajun
omniASR_LLM_1B	Chapter15_1_1.wav	Alcaldesa Magdalena yapa yuyachishpa sakiwarka kay drogakunamanta shinallatak lavandería de millones de dólares kullkikunawan chay gringolandiapi ruray willaykunawan.	alcaldesa magdalena yapa yuyachishpa saquiwarka kay drogakunamanta shinallata labanderia de millones de dolares kulkikunawan chay gringolandiapi ruray villaykunawan
omniASR_LLM_1B	Chapter15_20_20.wav	Despenalizashka tukuy droga, marihuana, cocaína, shinallatak heroínata chupakkunata.	despenalizashka tukuy droga marihuana cocaina shinallata heroinata chupagcunata
omniASR_LLM_1B	Chapter15_21_21.wav	Adictokunaka mana ninan shuwakunashinaka nishkakunachu kan, ashtawankarin hampirinata munankuna.	adiktukunaka mana ninan suwakuna shinaka nishkakunachu kan ashtawankarin jampirinata munankuna
omniASR_LLM_1B	Chapter15_22_22.wav	Estadoka paykunata yanapan.	estadoka paykunata llanapan
omniASR_LLM_1B	Chapter15_23_23.wav	Shinapash ima resultadota chaypi tiyashka?	shinapash ima resultadota chaypi tiyashka
omniASR_LLM_1B	Chapter15_25_25.wav	Ña na consumidorkuna tiyan, ashalla tiyan.	ñana consumidorkuna tiyan ashalla tiyan
omniASR_LLM_1B	Chapter15_27_27.wav	Uruguaypika marihuanawan kallarishka.	urguypika marigunawan kallarishka
omniASR_LLM_1B	Chapter15_2_2.wav	Ñukaka siempre yuyan karyani kullkita charik llaktakunaka drogakunataka anchuchinkapak munanmi yashpa.	ñukaka siempre yuyan kariyani kullkita charik llaktakunaka drogakunataka anchuchinkapa munanmi yashpa
omniASR_LLM_1B	Chapter15_33_33.wav	Kayta uyay, Eusebio.	kay tau yaya eusebio
omniASR_LLM_1B	Chapter15_35_35.wav	Derechos humanokunata tapurkani, ochenta por ciento shuwaykuna y crimenkuna ñukanchik llaktapi relacionado kan, drogaskunawan niwan.	derechos humanokunata tapurkani ochenta por siento shuwaykuna y crimen kunan ñukanchis llaktapi relacionado kan drogaskunawan niwan
omniASR_LLM_1B	Chapter15_37_37.wav	Ari, na prohibido kashpaka, tukurinman kay ochenta por ciento delitokunaka.	ari na pruybidu kashpaka tukurinman kay ochenta por ciento delitokunaka
omniASR_LLM_1B	Chapter15_38_38.wav	Ari, mafiakuna tukurinman, cárcelkunapash chushakyanman.	arí mafiakuna tukugrinman karselkunapash chushayanman
omniASR_LLM_1B	Chapter15_39_39.wav	Shinallatak chay tawka tawka waranka millón kullkikunata, kay drogakuna tukuchishun nishka makanakuypimi churana rantika, hampikunapi, yachachikkunapi churana.	shinallata chay tawka tawka waranga millón kullkikunata kay drogakuna tukuchishun nishka makanajuypimi churana randika jambikunapi yachachikunapi churana
omniASR_LLM_1B	Chapter15_3_3.wav	Ashtawankarin shuk hatun negocio kashka paykunapaka.	ashtawankari shuk jatun negocio kashka paykunapak
omniASR_LLM_1B	Chapter15_40_40.wav	Kutin, locroshinallatak kakpika, imashpatak na legalizan?	kutin lucrosnallata kagpika imashpata na legalizan
omniASR_LLM_1B	Chapter15_42_42.wav	Chay negocio criminal hatun preciokunawan katinkapakmi kan.	chay negocio criminal jatun preciokunawan katinkapaqmi kan
omniASR_LLM_1B	Chapter15_43_43.wav	Shina, shina kana kan, chaypi sí alli kan.	china chinakana kan chaypisi ali kan
omniASR_LLM_1B	Chapter15_44_44.wav	Imasha Al Capone tiempopi alcohol prohibiciónwan.	imasha alkapuna tiempopi alcolprovisionwan
omniASR_LLM_1B	Chapter15_45_45.wav	Uyay, alcaldesa.	uyay alcaldesa
omniASR_LLM_1B	Chapter15_48_48.wav	Nachu purikrishun shinapash shuk cafékuta upyashun.	nachu purigrishun shinapash shuk cafegota upyashun
omniASR_LLM_1B	Chapter15_49_49.wav	Kaykupilla shuk empanadakunata katukunmi.	kaykupilla shuk empanadakunata hatukunmi
omniASR_LLM_1B	Chapter15_4_4.wav	Soluciónka Portugalpimi kan.	solucionga portugalpimi kan
omniASR_LLM_1B	Chapter15_51_51.wav	Ñami animarirkani, Eusebio.	ñami animalirkani usevia
omniASR_LLM_1B	Chapter15_52_52.wav	Haku haku, ama mascarillata kunkankichu.	jaku jaku ama maskirillata kunkankichu
omniASR_LLM_1B	Chapter15_54_54.wav	Ama mascarillata kunkanki.	ama maskarillata kunganki
omniASR_LLM_1B	Chapter15_55_55.wav	Alcaldesawan empanadata mikunkapak rinkakamanka, ñuka churi Fredy, uyachik antamanta Manuelantin, Amazoníapi shuk reportajeta shinanakurka.	alcaldesawan empanadata mikunkapa rinkakamanka ñuka churi frede uyachi antamanta manuelande amasoniapi shuk reportajeta shinanakurka
omniASR_LLM_1B	Chapter15_56_56.wav	Nishpaka, kankunaka ganaderokunantin, cocalerokunantin, yapa llakipi urmashkankichik.	nishpaka kankunaka ganaderokunantin cocalerokunantin yapa llakipi urmashkankichi
omniASR_LLM_1B	Chapter15_68_68.wav	Ari, ari, makita satishpa, ashnan, petróleo hicharishka.	ari ari makita satishpa ashnan petroleo jicharishka
omniASR_LLM_1B	Chapter15_69_69.wav	Iskun derramekunamari tiyan, kay pozo kallarishkamanta, tubo pakirishpa, ninan llaki apashkamari kan.	iskundi ramekuna mari tiyan kay pozo kallarishkamanta tuku pakirishpa ninan llakiapashka mari kan
omniASR_LLM_1B	Chapter15_6_6.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter15_70_70.wav	Maypitakyari, petróleopa hatun pukyukunaka maypitakyari?	maypitayari petroleopa jatun pukyukunaka maypitayari
omniASR_LLM_1B	Chapter15_72_72.wav	Chay lomata yallishpa, autoridadkuna nin.	chay lomata yalishpa autoridadkuna nin
omniASR_LLM_1B	Chapter15_74_74.wav	Explotación limpia y segura kan.	explotación limpia y segura kan
omniASR_LLM_1B	Chapter15_77_77.wav	Killkakatirkanchikmi nishkakunata, chaypika chay surkukkunaka mapayachishka petróleo mapayachishkataka allichishunmi nishkarkami.	killkakatirkanchikmi nishkakunata chaypika chay surkukunaka mapayachishka petroleowan mapayachishkataka allichishunmi nishkarkami
omniASR_LLM_1B	Chapter15_7_7.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter15_82_82.wav	Tuberíakunapi ima mana alli kakpika, utkami allichishun.	tuberiakunapi ima mana alli kagpika utkami allichishun
omniASR_LLM_1B	Chapter15_89_89.wav	Pero mashikuna, nachu hatarishkankichikyari?	pero mashikuna nachu jatarishkankichiyari
omniASR_LLM_1B	Chapter15_8_8.wav	Chunka pichka capítulo	chunka picha capitulu
omniASR_LLM_1B	Chapter15_93_93.wav	Allpa ukupi tiyakkuna estadopa nin.	alpa ucupitiacuna estadopa nin
omniASR_LLM_1B	Chapter15_94_94.wav	Hawa pachapi tiyakkuna estadopa nin.	jawa pachapi tiyacuna estadopa nin
omniASR_LLM_1B	Chapter15_96_96.wav	Ni samaypash.	ni samaypash
omniASR_LLM_1B	Chapter15_99_99.wav	Wawakuna cáncerwan unkushka wacharin, llakirinchikmi.	wawakuna kanserwan unkushka wacharin llakirinchimi
omniASR_LLM_1B	Chapter16_101_101.wav	Kishpichiway, Marta, nachu cristiana kanki?	kishpichiwaymarta nachu cristiana kanki
omniASR_LLM_1B	Chapter16_10_10.wav	Ñukaka Magdalena Alcaldesawan imatalla kay llakikuna hawa ruranamanta rimashpa katikurkanimi.	ñukaka magdalena alcaldesawan imatalla kay llakikunajawa ruranamanta rimashpa katijurkanimi
omniASR_LLM_1B	Chapter16_110_110.wav	Marta, Martaku, yaykuchun sakiway.	martá martá yaykuchun sakiwan
omniASR_LLM_1B	Chapter16_111_111.wav	Riy kaymanta, mana kashpaka policíata kayashami.	rikaymanta mana kashpaka policiata kayashami
omniASR_LLM_1B	Chapter16_114_114.wav	Mushuk normalidad nin.	mushuk normali datni
omniASR_LLM_1B	Chapter16_116_116.wav	Wakin supermillonariokunalla tukuy allpa mamapi tiyak kullkipa chawpita paykunalla charin.	wakin supermillo nariokunalla tukuy allpa mamapi tiyak kullkipa chawpita paykunalla chari
omniASR_LLM_1B	Chapter16_117_117.wav	Ari, chaymantami imatapash rurana kanchik, Magdalena.	ari chaymantami imatapash rurana kanchik magdalena
omniASR_LLM_1B	Chapter16_118_118.wav	Shuk tantanakuyta, shinapash mana rimankapaklla tantanakuyta, imatapash rurankapak shuk partidota charina kanchik.	shuk tantanakuyta chinapash mana rimankapalla tantanakuyta imatapash rurankapak shuk partidutak charina kanchik
omniASR_LLM_1B	Chapter16_11_11.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter16_121_121.wav	Shinapash Amaru Sánchez riksishka ñawpaman apakmi kan.	shinapash ama rusanchis riksishka ñawpaman apakmi kan
omniASR_LLM_1B	Chapter16_122_122.wav	Ari, empresa minera ñukata pantanachikukpi payka ñukata rimawarkallami.	arí empresa minera ñukata pandanachikukpi payka ñukata rimawarkallami
omniASR_LLM_1B	Chapter16_123_123.wav	Ari, chayshinallatak, Magdalena, kikinmi drogakuna hawa ñukaman yachachirkanki.	ari chayshinallatak magdalena kikinmi drogakunajawa ñukaman yachachirkanki
omniASR_LLM_1B	Chapter16_12_12.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter16_130_130.wav	Gumersinda, chakrakunawan, huertokunawan, kay cooperativakunawanpash llamkak, payka alli candidata kan.	gomercinda chagrakunawan huertokunawan kay coperatibakunawanpash llamkak payka ali candidata kan
omniASR_LLM_1B	Chapter16_131_131.wav	Ciertopacha ninki.	shita pacha ningui
omniASR_LLM_1B	Chapter16_133_133.wav	Rikuychik, ñukapak kumari Martapa hampik mashitapash.	rikuychik ñukapak kumari martapak hampin masitapash
omniASR_LLM_1B	Chapter16_135_135.wav	Mama, kanta rikunkapakmi nietokuna shamushka.	mama kanda rikungapakmi ñitukuna shamushka
omniASR_LLM_1B	Chapter16_137_137.wav	Radiopimari ama wakchalla yayakunata sakichiychu ninakun.	radiopimari ama wakchalla yayakunata sakichichu ninajun
omniASR_LLM_1B	Chapter16_13_13.wav	Chunka sukta capítulo	chunka sutka capitulo
omniASR_LLM_1B	Chapter16_146_146.wav	Ñami ñukapa primokunapash chayamunka.	ñami ñukapak freemokunapas chayamunka
omniASR_LLM_1B	Chapter16_148_148.wav	Hatun mama kashkamantami kunan pakta pastelkuta mikunkapak munanchik.	jatunmama kashkamantami kunan pacta pastelkuta mikunkapak munanchik
omniASR_LLM_1B	Chapter16_152_152.wav	Imashinatak kakrin willachiway, Eusebio.	imashinata kagrin willachiway eusebio
omniASR_LLM_1B	Chapter16_154_154.wav	Shuk partido ecologista nishka allpamamapa derechokunata paktachinkapakyari.	shuk partido ecologista nishka ashpa mamapa derechokunata pactachinkapa yari
omniASR_LLM_1B	Chapter16_155_155.wav	Ña, shinallatak feminista, warmikunapa derechokunata wakaychinkapak, shinallatak wawakunapak, kari wawakunapa derechokunapash.	ña shinallatak feminista warmikunapa derechokunata wakaychinkapak shinallatak wawakunapak kari wawakunaman derechokunapash
omniASR_LLM_1B	Chapter16_156_156.wav	Tukuykunapa tantanakuy inclusivo shinallatak democrático nishkapash, mana pipash chikanyashka sakirinchu.	tukuykunapa tandanakuy inclusivo shinallatak democrático nishkapash mana pipash shikanyashka sakirichu
omniASR_LLM_1B	Chapter16_157_157.wav	E, munanimi, Eusebio, chay tantanakuy wiñachinata yuyaytaka, e, allikachinimi.	munanimi eusebio chay tandanakuy wiñachinata yuyaytaka allikachinimi
omniASR_LLM_1B	Chapter16_159_159.wav	Ari, ñukaka kankunawanmi kani, Alcaldesa.	ari ñukaka kankunawanmi kani alcaldes
omniASR_LLM_1B	Chapter16_15_15.wav	Alcaldesa, ñukaka kikinwan kay pachakunapi pakta kashkamanta ninanta kushikunimi.	alcaldesa ñukaka kikinwan kay pachakunapi paktakashkamanta ninanta kushikunimi
omniASR_LLM_1B	Chapter16_161_161.wav	Kikinka, kikinka, mashi Gumersinda.	kikinka kikinka mashikun mercinta
omniASR_LLM_1B	Chapter16_165_165.wav	Kay llaktapika tukuyllakuna urmashpa purikpimi Jabonero nishpa riksin.	kay llaktapika tukuyllakuna urmashpa purikpimi jabonero nishpa riksin
omniASR_LLM_1B	Chapter16_166_166.wav	Shinapash, mana kikinta rimanichu, alcaldesa.	shinapash mana kikinta rimanichu alcaldesa
omniASR_LLM_1B	Chapter16_16_16.wav	Ñuka churi Fredyka ashtakata kikinta allikachin.	ñuka churi fredeka ashtakata kikinta alikachin
omniASR_LLM_1B	Chapter16_173_173.wav	Esperanzashina, hatarishka warmikuna wayllallatami kan.	esperanza shina jatarishka warmikuna wayllallatami kan
omniASR_LLM_1B	Chapter16_175_175.wav	Alcaldesa, nachu kikinllatak kutin sakirinkapak kapanki?	alcaldesa nachu kikinllatak kutin sakirinkapak kapanki
omniASR_LLM_1B	Chapter16_178_178.wav	Ñukaka reelecciónta mana allikachinichu.	ñukaka relekcionta mana alikachinichu
omniASR_LLM_1B	Chapter16_17_17.wav	Ay, Fredyka alli wampra kaymantami shina yuyan.	ay fredrica ali wambra kaymantami shina yuyan
omniASR_LLM_1B	Chapter16_180_180.wav	Ñukaka mana shina yuyanichu, Magdalena.	ñukaka mana ashina yuyanichu magdalena
